DBN,School Name,Year,Total Enrollment,Grade 3K+PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
22K611,Origins High School,2019-20,407,0,0,0,0,0,0,0,0,0,0,101,116,89,101,201,0.494,206,0.506,90,0.221,122,0.3,53,0.13,9,0.022,133,0.327,48,0.118,117,0.287,325,79.9%,83.7%
22K630,Professional Pathways High School,2015-16,212,0,0,0,0,0,0,0,0,0,0,22,52,88,50,84,0.396,128,0.604,22,0.104,63,0.297,62,0.292,4,0.019,61,0.288,29,0.137,6,0.028,172,81.1%,61.9%
22K630,Professional Pathways High School,2016-17,209,0,0,0,0,0,0,0,0,0,0,21,72,44,72,83,0.397,126,0.603,20,0.096,59,0.282,68,0.325,3,0.014,59,0.282,36,0.172,3,0.014,163,78.0%,58.6%
22K630,Professional Pathways High School,2017-18,205,0,0,0,0,0,0,0,0,0,0,32,84,39,50,91,0.444,114,0.556,16,0.078,66,0.322,68,0.332,2,0.01,53,0.259,38,0.185,7,0.034,166,81.0%,74.9%
22K630,Professional Pathways High School,2018-19,210,0,0,0,0,0,0,0,0,0,0,25,59,61,65,94,0.448,116,0.552,22,0.105,54,0.257,70,0.333,4,0.019,60,0.286,45,0.214,8,0.038,166,79.0%,75.4%
22K630,Professional Pathways High School,2019-20,206,0,0,0,0,0,0,0,0,0,0,22,56,45,83,81,0.393,125,0.607,21,0.102,49,0.238,80,0.388,2,0.01,54,0.262,44,0.214,10,0.049,167,81.1%,75.3%
22K853,The Joan Snow Pre-K Center,2015-16,176,176,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0.545,80,0.455,68,0.386,41,0.233,31,0.176,2,0.011,34,0.193,10,0.057,0,0,152,86.4%,59.7%
22K853,The Joan Snow Pre-K Center,2016-17,219,219,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0.479,114,0.521,99,0.452,56,0.256,40,0.183,2,0.009,22,0.1,34,0.155,0,0,109,49.8%,56.8%
22K853,The Joan Snow Pre-K Center,2017-18,229,229,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0.472,121,0.528,83,0.362,70,0.306,35,0.153,3,0.013,38,0.166,34,0.148,0,0,151,65.9%,70.2%
22K853,The Joan Snow Pre-K Center,2018-19,274,274,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0.412,161,0.588,109,0.398,79,0.288,37,0.135,3,0.011,46,0.168,63,0.23,0,0,170,62.0%,67.1%
22K853,The Joan Snow Pre-K Center,2019-20,298,298,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0.43,170,0.57,129,0.433,76,0.255,32,0.107,1,0.003,60,0.201,80,0.268,2,0.007,176,59.1%,66.1%
22K889,P.S. 889,2017-18,82,34,48,0,0,0,0,0,0,0,0,0,0,0,0,39,0.476,43,0.524,29,0.354,18,0.22,15,0.183,2,0.024,18,0.22,6,0.073,9,0.11,63,76.8%,62.0%
22K889,P.S. 889,2018-19,136,36,49,51,0,0,0,0,0,0,0,0,0,0,0,69,0.507,67,0.493,23,0.169,48,0.353,25,0.184,5,0.037,35,0.257,11,0.081,12,0.088,85,62.5%,61.9%
22K889,P.S. 889,2019-20,197,36,68,43,50,0,0,0,0,0,0,0,0,0,0,93,0.472,104,0.528,31,0.157,59,0.299,37,0.188,8,0.041,62,0.315,22,0.112,13,0.066,107,54.3%,54.6%
22K890,M.S. 890,2017-18,117,0,0,0,0,0,0,0,117,0,0,0,0,0,0,55,0.47,62,0.53,14,0.12,48,0.41,41,0.35,2,0.017,12,0.103,18,0.154,4,0.034,102,87.2%,73.2%
22K890,M.S. 890,2018-19,213,0,0,0,0,0,0,0,103,110,0,0,0,0,0,100,0.469,113,0.531,25,0.117,82,0.385,76,0.357,5,0.023,25,0.117,29,0.136,13,0.061,167,78.4%,70.0%
22K890,M.S. 890,2019-20,291,0,0,0,0,0,0,0,90,96,105,0,0,0,0,136,0.467,155,0.533,40,0.137,108,0.371,107,0.368,7,0.024,29,0.1,48,0.165,16,0.055,214,73.5%,70.5%
23K041,P.S. 041 Francis White,2015-16,499,0,42,53,61,63,59,65,72,44,40,0,0,0,0,251,0.503,248,0.497,6,0.012,314,0.629,162,0.325,14,0.028,3,0.006,150,0.301,28,0.056,Above 95%,Above 95%,89.5%
23K041,P.S. 041 Francis White,2016-17,476,0,42,44,53,55,58,49,63,64,48,0,0,0,0,241,0.506,235,0.494,5,0.011,287,0.603,163,0.342,15,0.032,6,0.013,150,0.315,30,0.063,Above 95%,Above 95%,90.4%
23K041,P.S. 041 Francis White,2017-18,457,0,44,42,41,49,48,52,56,62,63,0,0,0,0,226,0.495,231,0.505,2,0.004,274,0.6,143,0.313,23,0.05,15,0.033,151,0.33,35,0.077,Above 95%,Above 95%,Above 95%
23K041,P.S. 041 Francis White,2018-19,402,0,25,42,44,41,49,39,50,48,64,0,0,0,0,183,0.455,219,0.545,3,0.007,239,0.595,134,0.333,19,0.047,7,0.017,118,0.294,25,0.062,Above 95%,Above 95%,Above 95%
23K041,P.S. 041 Francis White,2019-20,332,0,23,27,35,34,33,42,38,51,49,0,0,0,0,146,0.44,186,0.56,2,0.006,197,0.593,104,0.313,22,0.066,7,0.021,102,0.307,19,0.057,Above 95%,Above 95%,Above 95%
23K137,P.S./I.S. 137 Rachel Jean Mitchell,2015-16,295,14,35,37,40,23,30,21,27,32,36,0,0,0,0,149,0.505,146,0.495,1,0.003,218,0.739,60,0.203,14,0.047,2,0.007,100,0.339,10,0.034,260,88.1%,82.7%
23K137,P.S./I.S. 137 Rachel Jean Mitchell,2016-17,293,15,30,42,37,36,20,27,25,31,30,0,0,0,0,156,0.532,137,0.468,1,0.003,211,0.72,63,0.215,14,0.048,4,0.014,98,0.334,15,0.051,Above 95%,Above 95%,82.7%
23K137,P.S./I.S. 137 Rachel Jean Mitchell,2017-18,303,28,23,31,33,39,35,18,34,29,33,0,0,0,0,157,0.518,146,0.482,0,0,227,0.749,59,0.195,13,0.043,4,0.013,91,0.3,13,0.043,283,93.4%,89.5%
23K137,P.S./I.S. 137 Rachel Jean Mitchell,2018-19,289,33,22,25,31,29,37,34,19,32,27,0,0,0,0,142,0.491,147,0.509,0,0,221,0.765,52,0.18,13,0.045,3,0.01,96,0.332,18,0.062,261,90.3%,88.2%
23K137,P.S./I.S. 137 Rachel Jean Mitchell,2019-20,194,29,27,22,28,24,31,33,0,0,0,0,0,0,0,87,0.448,107,0.552,0,0,147,0.758,33,0.17,4,0.021,10,0.052,57,0.294,8,0.041,167,86.1%,85.5%
23K150,P.S. 150 Christopher,2015-16,184,0,27,28,31,38,39,21,0,0,0,0,0,0,0,88,0.478,96,0.522,4,0.022,109,0.592,59,0.321,6,0.033,6,0.033,57,0.31,19,0.103,Above 95%,Above 95%,94.8%
23K150,P.S. 150 Christopher,2016-17,182,0,30,30,35,24,36,27,0,0,0,0,0,0,0,94,0.516,88,0.484,2,0.011,113,0.621,59,0.324,4,0.022,4,0.022,68,0.374,18,0.099,Above 95%,Above 95%,Above 95%
23K150,P.S. 150 Christopher,2017-18,171,0,27,31,26,31,28,28,0,0,0,0,0,0,0,83,0.485,88,0.515,1,0.006,111,0.649,52,0.304,4,0.023,3,0.018,62,0.363,15,0.088,Above 95%,Above 95%,Above 95%
23K150,P.S. 150 Christopher,2018-19,191,36,22,25,32,23,33,20,0,0,0,0,0,0,0,89,0.466,102,0.534,2,0.01,119,0.623,60,0.314,7,0.037,3,0.016,58,0.304,11,0.058,Above 95%,Above 95%,Above 95%
23K150,P.S. 150 Christopher,2019-20,191,33,25,22,28,31,23,29,0,0,0,0,0,0,0,87,0.455,104,0.545,4,0.021,116,0.607,66,0.346,3,0.016,2,0.01,47,0.246,14,0.073,Above 95%,Above 95%,Above 95%
23K155,P.S./ I.S. 155 Nicholas Herkimer,2015-16,499,31,63,62,46,47,55,58,44,41,52,0,0,0,0,252,0.505,247,0.495,8,0.016,250,0.501,229,0.459,8,0.016,4,0.008,114,0.228,62,0.124,Above 95%,Above 95%,88.6%
23K155,P.S./ I.S. 155 Nicholas Herkimer,2016-17,454,36,45,60,53,44,44,46,55,33,38,0,0,0,0,218,0.48,236,0.52,12,0.026,229,0.504,200,0.441,7,0.015,6,0.013,103,0.227,69,0.152,Above 95%,Above 95%,87.3%
23K155,P.S./ I.S. 155 Nicholas Herkimer,2017-18,416,31,39,40,49,49,41,35,46,52,34,0,0,0,0,208,0.5,208,0.5,12,0.029,213,0.512,181,0.435,4,0.01,6,0.014,95,0.228,68,0.163,Above 95%,Above 95%,93.8%
23K155,P.S./ I.S. 155 Nicholas Herkimer,2018-19,442,63,36,43,40,51,43,32,38,46,50,0,0,0,0,219,0.495,223,0.505,12,0.027,217,0.491,202,0.457,3,0.007,8,0.018,96,0.217,77,0.174,Above 95%,Above 95%,93.1%
23K155,P.S./ I.S. 155 Nicholas Herkimer,2019-20,388,59,37,34,38,35,49,27,32,36,41,0,0,0,0,189,0.487,199,0.513,9,0.023,190,0.49,177,0.456,6,0.015,6,0.015,78,0.201,72,0.186,368,94.8%,90.6%
23K156,P.S. 156 Waverly,2015-16,751,36,102,115,127,129,127,115,0,0,0,0,0,0,0,324,0.431,427,0.569,6,0.008,588,0.783,140,0.186,12,0.016,5,0.007,177,0.236,21,0.028,677,90.1%,84.1%
23K156,P.S. 156 Waverly,2016-17,762,35,102,112,116,128,140,129,0,0,0,0,0,0,0,336,0.441,426,0.559,4,0.005,601,0.789,138,0.181,11,0.014,8,0.01,177,0.232,13,0.017,685,89.9%,83.4%
23K156,P.S. 156 Waverly,2017-18,714,48,91,109,109,99,127,131,0,0,0,0,0,0,0,329,0.461,385,0.539,6,0.008,569,0.797,124,0.174,9,0.013,6,0.008,165,0.231,8,0.011,655,91.7%,89.0%
23K156,P.S. 156 Waverly,2018-19,642,50,94,93,103,106,92,104,0,0,0,0,0,0,0,311,0.484,331,0.516,7,0.011,507,0.79,117,0.182,8,0.012,3,0.005,147,0.229,11,0.017,583,90.8%,89.6%
23K156,P.S. 156 Waverly,2019-20,577,43,85,84,84,90,106,85,0,0,0,0,0,0,0,282,0.489,295,0.511,7,0.012,452,0.783,106,0.184,10,0.017,2,0.003,119,0.206,9,0.016,516,89.4%,88.6%
23K165,P.S. 165 Ida Posner,2015-16,408,35,37,54,41,37,39,48,52,28,37,0,0,0,0,187,0.458,221,0.542,1,0.002,338,0.828,59,0.145,0,0,10,0.025,122,0.299,18,0.044,308,75.5%,81.7%
23K165,P.S. 165 Ida Posner,2016-17,371,34,41,35,40,35,40,37,38,43,28,0,0,0,0,167,0.45,204,0.55,2,0.005,308,0.83,51,0.137,2,0.005,8,0.022,124,0.334,17,0.046,283,76.3%,82.0%
23K165,P.S. 165 Ida Posner,2017-18,229,54,28,22,29,31,30,35,0,0,0,0,0,0,0,105,0.459,124,0.541,0,0,181,0.79,38,0.166,1,0.004,9,0.039,65,0.284,5,0.022,215,93.9%,Above 95%
23K165,P.S. 165 Ida Posner,2018-19,290,131,25,25,26,27,28,28,0,0,0,0,0,0,0,141,0.486,149,0.514,0,0,230,0.793,45,0.155,3,0.01,12,0.041,68,0.234,3,0.01,249,85.9%,87.5%
23K165,P.S. 165 Ida Posner,2019-20,286,149,20,24,26,23,21,23,0,0,0,0,0,0,0,131,0.458,155,0.542,0,0,230,0.804,37,0.129,3,0.01,16,0.056,69,0.241,3,0.01,221,77.3%,82.6%
23K178,P.S. 178 Saint Clair Mckelway,2015-16,364,36,40,49,28,50,33,28,29,26,45,0,0,0,0,189,0.519,175,0.481,2,0.005,287,0.788,60,0.165,7,0.019,8,0.022,69,0.19,25,0.069,326,89.6%,85.4%
23K178,P.S. 178 Saint Clair Mckelway,2016-17,370,36,28,38,50,33,47,35,40,35,28,0,0,0,0,202,0.546,168,0.454,3,0.008,271,0.732,74,0.2,6,0.016,16,0.043,72,0.195,24,0.065,351,94.9%,85.2%
23K178,P.S. 178 Saint Clair Mckelway,2017-18,377,68,21,35,28,46,31,38,41,39,30,0,0,0,0,192,0.509,185,0.491,7,0.019,284,0.753,68,0.18,6,0.016,12,0.032,78,0.207,21,0.056,337,89.4%,91.8%
23K178,P.S. 178 Saint Clair Mckelway,2018-19,338,73,25,22,23,24,41,22,39,37,32,0,0,0,0,175,0.518,163,0.482,9,0.027,259,0.766,50,0.148,8,0.024,12,0.036,63,0.186,20,0.059,287,84.9%,89.4%
23K178,P.S. 178 Saint Clair Mckelway,2019-20,320,62,26,21,19,29,23,33,29,38,40,0,0,0,0,151,0.472,169,0.528,6,0.019,223,0.697,70,0.219,8,0.025,13,0.041,58,0.181,19,0.059,288,90.0%,90.4%
23K184,P.S. 184 Newport,2015-16,504,30,69,69,70,55,44,44,48,44,31,0,0,0,0,261,0.518,243,0.482,3,0.006,359,0.712,137,0.272,3,0.006,2,0.004,111,0.22,20,0.04,458,90.9%,88.3%
23K184,P.S. 184 Newport,2016-17,509,33,55,75,62,65,51,41,40,45,42,0,0,0,0,258,0.507,251,0.493,2,0.004,365,0.717,138,0.271,3,0.006,1,0.002,119,0.234,24,0.047,Above 95%,Above 95%,88.1%
23K184,P.S. 184 Newport,2017-18,567,41,58,58,86,62,62,49,50,49,52,0,0,0,0,285,0.503,282,0.497,1,0.002,407,0.718,150,0.265,5,0.009,4,0.007,163,0.287,23,0.041,519,91.5%,Above 95%
23K184,P.S. 184 Newport,2018-19,533,27,62,56,54,72,55,58,50,44,55,0,0,0,0,258,0.484,275,0.516,1,0.002,371,0.696,147,0.276,8,0.015,6,0.011,158,0.296,20,0.038,Above 95%,Above 95%,94.2%
23K184,P.S. 184 Newport,2019-20,523,43,58,55,53,53,62,50,56,51,42,0,0,0,0,243,0.465,280,0.535,3,0.006,360,0.688,145,0.277,6,0.011,9,0.017,149,0.285,21,0.04,471,90.1%,94.1%
23K284,"The Gregory Jocko Jackson School of Sports, Art, a",2015-16,535,17,42,52,54,60,61,47,56,61,85,0,0,0,0,257,0.48,278,0.52,1,0.002,367,0.686,163,0.305,1,0.002,3,0.006,144,0.269,46,0.086,480,89.7%,90.5%
23K284,"The Gregory Jocko Jackson School of Sports, Art, a",2016-17,476,17,36,40,51,52,57,48,65,52,58,0,0,0,0,228,0.479,248,0.521,5,0.011,325,0.683,144,0.303,1,0.002,1,0.002,138,0.29,35,0.074,Above 95%,Above 95%,91.2%
23K284,"The Gregory Jocko Jackson School of Sports, Art, a",2017-18,474,17,43,39,41,51,53,56,69,57,48,0,0,0,0,240,0.506,234,0.494,0,0,314,0.662,155,0.327,2,0.004,3,0.006,136,0.287,45,0.095,449,94.7%,Above 95%
23K284,"The Gregory Jocko Jackson School of Sports, Art, a",2018-19,280,42,32,35,40,40,48,43,0,0,0,0,0,0,0,130,0.464,150,0.536,1,0.004,190,0.679,87,0.311,2,0.007,0,0,71,0.254,18,0.064,Above 95%,Above 95%,Above 95%
23K284,"The Gregory Jocko Jackson School of Sports, Art, a",2019-20,281,53,29,35,35,40,41,48,0,0,0,0,0,0,0,141,0.502,140,0.498,1,0.004,182,0.648,96,0.342,2,0.007,0,0,64,0.228,24,0.085,Above 95%,Above 95%,Above 95%
23K298,P.S. 298 Dr. Betty Shabazz,2015-16,216,23,33,44,31,31,23,31,0,0,0,0,0,0,0,101,0.468,115,0.532,2,0.009,142,0.657,61,0.282,9,0.042,2,0.009,55,0.255,17,0.079,Above 95%,Above 95%,Above 95%
23K298,P.S. 298 Dr. Betty Shabazz,2016-17,218,26,35,38,42,29,28,20,0,0,0,0,0,0,0,107,0.491,111,0.509,3,0.014,139,0.638,62,0.284,8,0.037,6,0.028,47,0.216,20,0.092,Above 95%,Above 95%,94.7%
23K298,P.S. 298 Dr. Betty Shabazz,2017-18,262,57,35,40,29,47,30,24,0,0,0,0,0,0,0,127,0.485,135,0.515,4,0.015,188,0.718,57,0.218,7,0.027,6,0.023,64,0.244,18,0.069,Above 95%,Above 95%,Above 95%
23K298,P.S. 298 Dr. Betty Shabazz,2018-19,281,65,38,38,43,26,41,30,0,0,0,0,0,0,0,136,0.484,145,0.516,5,0.018,193,0.687,72,0.256,7,0.025,4,0.014,70,0.249,20,0.071,Above 95%,Above 95%,Above 95%
23K298,P.S. 298 Dr. Betty Shabazz,2019-20,307,65,38,39,43,40,34,48,0,0,0,0,0,0,0,151,0.492,156,0.508,2,0.007,204,0.664,90,0.293,9,0.029,2,0.007,70,0.228,17,0.055,Above 95%,Above 95%,Above 95%
23K323,P.S./I.S. 323,2015-16,443,36,45,43,47,34,28,28,63,57,62,0,0,0,0,242,0.546,201,0.454,5,0.011,346,0.781,89,0.201,1,0.002,2,0.005,76,0.172,12,0.027,383,86.5%,84.9%
23K323,P.S./I.S. 323,2016-17,495,36,48,52,43,57,36,31,59,69,64,0,0,0,0,260,0.525,235,0.475,2,0.004,380,0.768,110,0.222,1,0.002,2,0.004,89,0.18,14,0.028,456,92.1%,87.2%
23K323,P.S./I.S. 323,2017-18,569,50,53,58,52,51,61,38,70,65,71,0,0,0,0,304,0.534,265,0.466,7,0.012,441,0.775,115,0.202,5,0.009,1,0.002,107,0.188,19,0.033,537,94.4%,92.6%
23K323,P.S./I.S. 323,2018-19,614,66,47,56,59,55,47,67,74,76,67,0,0,0,0,343,0.559,271,0.441,15,0.024,467,0.761,120,0.195,6,0.01,6,0.01,125,0.204,31,0.05,578,94.1%,93.6%
23K323,P.S./I.S. 323,2019-20,555,62,39,42,52,53,51,47,67,71,71,0,0,0,0,292,0.526,263,0.474,10,0.018,412,0.742,122,0.22,5,0.009,6,0.011,103,0.186,30,0.054,517,93.2%,93.7%
23K327,P.S. 327 Dr. Rose B. English,2015-16,527,36,46,40,69,64,61,52,47,47,65,0,0,0,0,266,0.505,261,0.495,8,0.015,373,0.708,131,0.249,5,0.009,10,0.019,124,0.235,47,0.089,483,91.7%,83.3%
23K327,P.S. 327 Dr. Rose B. English,2016-17,401,25,44,50,45,50,63,52,0,35,37,0,0,0,0,201,0.501,200,0.499,5,0.012,269,0.671,111,0.277,9,0.022,7,0.017,95,0.237,31,0.077,379,94.5%,84.9%
23K327,P.S. 327 Dr. Rose B. English,2017-18,327,29,28,40,42,43,50,67,0,0,28,0,0,0,0,162,0.495,165,0.505,4,0.012,217,0.664,94,0.287,5,0.015,7,0.021,88,0.269,30,0.092,Above 95%,Above 95%,94.4%
23K327,P.S. 327 Dr. Rose B. English,2018-19,292,70,36,35,35,38,33,45,0,0,0,0,0,0,0,147,0.503,145,0.497,6,0.021,189,0.647,78,0.267,13,0.045,6,0.021,81,0.277,20,0.068,Above 95%,Above 95%,92.9%
23K327,P.S. 327 Dr. Rose B. English,2019-20,292,76,45,41,35,27,34,34,0,0,0,0,0,0,0,157,0.538,135,0.462,7,0.024,196,0.671,79,0.271,5,0.017,5,0.017,65,0.223,19,0.065,Above 95%,Above 95%,89.6%
23K363,Brownsville Collaborative Middle School,2015-16,97,0,0,0,0,0,0,0,26,38,33,0,0,0,0,57,0.588,40,0.412,0,0,61,0.629,32,0.33,2,0.021,2,0.021,30,0.309,14,0.144,Above 95%,Above 95%,91.8%
23K363,Brownsville Collaborative Middle School,2016-17,88,0,0,0,0,0,0,0,30,21,37,0,0,0,0,53,0.602,35,0.398,0,0,57,0.648,27,0.307,2,0.023,2,0.023,33,0.375,7,0.08,Above 95%,Above 95%,89.3%
23K363,Brownsville Collaborative Middle School,2017-18,108,0,0,0,0,0,0,0,38,40,30,0,0,0,0,57,0.528,51,0.472,0,0,71,0.657,33,0.306,3,0.028,1,0.009,38,0.352,10,0.093,100,92.6%,Above 95%
23K363,Brownsville Collaborative Middle School,2018-19,278,0,0,0,0,0,0,0,87,102,89,0,0,0,0,146,0.525,132,0.475,1,0.004,192,0.691,77,0.277,3,0.011,5,0.018,102,0.367,31,0.112,Above 95%,Above 95%,Above 95%
23K363,Brownsville Collaborative Middle School,2019-20,273,0,0,0,0,0,0,0,80,91,102,0,0,0,0,131,0.48,142,0.52,1,0.004,195,0.714,71,0.26,4,0.015,2,0.007,93,0.341,27,0.099,255,93.4%,Above 95%
23K392,I.S. 392,2015-16,258,0,0,0,0,0,0,0,100,96,62,0,0,0,0,153,0.593,105,0.407,12,0.047,198,0.767,38,0.147,7,0.027,3,0.012,34,0.132,0,0,198,76.7%,59.1%
23K392,I.S. 392,2016-17,294,0,0,0,0,0,0,0,106,97,91,0,0,0,0,173,0.588,121,0.412,13,0.044,225,0.765,41,0.139,11,0.037,4,0.014,43,0.146,1,0.003,233,79.3%,57.5%
23K392,I.S. 392,2017-18,295,0,0,0,0,0,0,0,103,98,94,0,0,0,0,176,0.597,119,0.403,12,0.041,221,0.749,46,0.156,14,0.047,2,0.007,49,0.166,2,0.007,223,75.6%,66.5%
23K392,I.S. 392,2018-19,307,0,0,0,0,0,0,0,104,108,95,0,0,0,0,183,0.596,124,0.404,8,0.026,239,0.779,47,0.153,12,0.039,1,0.003,49,0.16,4,0.013,238,77.5%,65.7%
23K392,I.S. 392,2019-20,326,0,0,0,0,0,0,0,121,101,104,0,0,0,0,184,0.564,142,0.436,7,0.021,252,0.773,52,0.16,9,0.028,6,0.018,58,0.178,3,0.009,272,83.4%,75.4%
23K401,Christopher Avenue Community School,2015-16,316,30,57,60,52,38,42,37,0,0,0,0,0,0,0,151,0.478,165,0.522,1,0.003,217,0.687,91,0.288,3,0.009,4,0.013,78,0.247,8,0.025,285,90.2%,94.2%
23K401,Christopher Avenue Community School,2016-17,299,31,40,58,52,49,33,36,0,0,0,0,0,0,0,146,0.488,153,0.512,0,0,205,0.686,87,0.291,3,0.01,4,0.013,78,0.261,15,0.05,Above 95%,Above 95%,94.9%
23K401,Christopher Avenue Community School,2017-18,302,58,41,38,55,43,35,32,0,0,0,0,0,0,0,144,0.477,158,0.523,0,0,199,0.659,99,0.328,2,0.007,2,0.007,64,0.212,12,0.04,Above 95%,Above 95%,Above 95%
23K401,Christopher Avenue Community School,2018-19,316,82,31,38,44,50,42,29,0,0,0,0,0,0,0,155,0.491,161,0.509,1,0.003,197,0.623,110,0.348,3,0.009,5,0.016,80,0.253,13,0.041,Above 95%,Above 95%,Above 95%
23K401,Christopher Avenue Community School,2019-20,324,85,38,38,42,37,48,36,0,0,0,0,0,0,0,143,0.441,181,0.559,1,0.003,200,0.617,116,0.358,4,0.012,3,0.009,69,0.213,13,0.04,Above 95%,Above 95%,Above 95%
23K446,Riverdale Avenue Community School,2015-16,370,42,40,56,61,49,62,60,0,0,0,0,0,0,0,170,0.459,200,0.541,7,0.019,298,0.805,52,0.141,9,0.024,4,0.011,94,0.254,9,0.024,Above 95%,Above 95%,84.8%
23K446,Riverdale Avenue Community School,2016-17,374,36,51,45,62,58,58,64,0,0,0,0,0,0,0,185,0.495,189,0.505,11,0.029,281,0.751,67,0.179,10,0.027,5,0.013,98,0.262,17,0.045,Above 95%,Above 95%,85.4%
23K446,Riverdale Avenue Community School,2017-18,347,34,44,56,51,64,52,46,0,0,0,0,0,0,0,173,0.499,174,0.501,6,0.017,256,0.738,75,0.216,5,0.014,5,0.014,91,0.262,22,0.063,Above 95%,Above 95%,94.7%
23K446,Riverdale Avenue Community School,2018-19,389,78,49,42,50,55,62,53,0,0,0,0,0,0,0,197,0.506,192,0.494,6,0.015,293,0.753,73,0.188,6,0.015,11,0.028,90,0.231,24,0.062,364,93.6%,89.6%
23K446,Riverdale Avenue Community School,2019-20,359,69,45,46,45,48,47,59,0,0,0,0,0,0,0,181,0.504,178,0.496,7,0.019,271,0.755,68,0.189,4,0.011,9,0.025,69,0.192,24,0.067,326,90.8%,90.0%
23K493,Brooklyn Collegiate: A College Board School,2015-16,307,0,0,0,0,0,0,0,0,0,0,103,73,58,73,119,0.388,188,0.612,4,0.013,265,0.863,35,0.114,3,0.01,0,0,76,0.248,4,0.013,266,86.6%,70.5%
23K493,Brooklyn Collegiate: A College Board School,2016-17,306,0,0,0,0,0,0,0,0,0,0,89,81,74,62,117,0.382,189,0.618,4,0.013,265,0.866,32,0.105,3,0.01,2,0.007,71,0.232,13,0.042,286,93.5%,72.4%
23K493,Brooklyn Collegiate: A College Board School,2017-18,271,0,0,0,0,0,0,0,0,0,0,75,70,64,62,115,0.424,156,0.576,3,0.011,228,0.841,34,0.125,4,0.015,2,0.007,74,0.273,18,0.066,257,94.8%,81.0%
23K493,Brooklyn Collegiate: A College Board School,2018-19,239,0,0,0,0,0,0,0,0,0,0,68,55,66,50,112,0.469,127,0.531,3,0.013,201,0.841,30,0.126,4,0.017,1,0.004,58,0.243,14,0.059,212,88.7%,83.9%
23K493,Brooklyn Collegiate: A College Board School,2019-20,305,0,0,0,0,0,0,0,0,0,0,108,70,62,65,146,0.479,159,0.521,6,0.02,251,0.823,40,0.131,4,0.013,4,0.013,74,0.243,19,0.062,244,80.0%,83.9%
23K514,Frederick Douglass Academy VII High School,2015-16,252,0,0,0,0,0,0,0,0,0,0,60,60,63,69,110,0.437,142,0.563,2,0.008,222,0.881,26,0.103,1,0.004,1,0.004,72,0.286,8,0.032,227,90.1%,71.0%
23K514,Frederick Douglass Academy VII High School,2016-17,206,0,0,0,0,0,0,0,0,0,0,50,52,38,66,84,0.408,122,0.592,3,0.015,172,0.835,26,0.126,4,0.019,1,0.005,66,0.32,10,0.049,191,92.7%,72.7%
23K514,Frederick Douglass Academy VII High School,2017-18,157,0,0,0,0,0,0,0,0,0,0,37,44,35,41,67,0.427,90,0.573,3,0.019,132,0.841,19,0.121,3,0.019,0,0,51,0.325,7,0.045,146,93.0%,87.5%
23K514,Frederick Douglass Academy VII High School,2018-19,153,0,0,0,0,0,0,0,0,0,0,51,41,24,37,69,0.451,84,0.549,3,0.02,129,0.843,19,0.124,2,0.013,0,0,50,0.327,6,0.039,138,90.2%,86.6%
23K514,Frederick Douglass Academy VII High School,2019-20,140,0,0,0,0,0,0,0,0,0,0,38,49,30,23,69,0.493,71,0.507,2,0.014,114,0.814,20,0.143,2,0.014,2,0.014,41,0.293,5,0.036,124,88.6%,87.5%
23K518,Kappa V (Knowledge and Power Preparatory Academy),2015-16,192,0,0,0,0,0,0,0,73,58,61,0,0,0,0,97,0.505,95,0.495,2,0.01,172,0.896,15,0.078,2,0.01,1,0.005,48,0.25,2,0.01,157,81.8%,68.1%
23K518,Kappa V (Knowledge and Power Preparatory Academy),2016-17,200,0,0,0,0,0,0,0,71,71,58,0,0,0,0,107,0.535,93,0.465,2,0.01,171,0.855,21,0.105,4,0.02,2,0.01,48,0.24,1,0.005,183,91.5%,73.6%
23K518,Kappa V (Knowledge and Power Preparatory Academy),2017-18,228,0,0,0,0,0,0,0,75,77,76,0,0,0,0,118,0.518,110,0.482,0,0,200,0.877,21,0.092,6,0.026,1,0.004,68,0.298,3,0.013,197,86.4%,82.9%
23K518,Kappa V (Knowledge and Power Preparatory Academy),2018-19,196,0,0,0,0,0,0,0,63,69,64,0,0,0,0,98,0.5,98,0.5,0,0,169,0.862,21,0.107,5,0.026,1,0.005,63,0.321,6,0.031,177,90.3%,86.1%
23K518,Kappa V (Knowledge and Power Preparatory Academy),2019-20,181,0,0,0,0,0,0,0,50,59,72,0,0,0,0,81,0.448,100,0.552,0,0,157,0.867,20,0.11,3,0.017,1,0.006,62,0.343,4,0.022,164,90.6%,87.8%
23K522,Mott Hall IV,2015-16,182,0,0,0,0,0,0,0,54,47,81,0,0,0,0,84,0.462,98,0.538,3,0.016,158,0.868,21,0.115,0,0,0,0,49,0.269,3,0.016,161,88.5%,79.9%
